Issue Name Contains - SemRush,Issue Type - SemRush,Issue category - SemRush,Issue description - SemRush,How to fix - SemRush,Issue Name - ScreamingFrog,Issue Type - ScreamingFrog,Issue Priority - ScreamingFrog,Description ScreamingFrog,How To Fix - ScreamingFrog,sf_config_file,sf_export_tabs
NA,NA,NA,NA,NA,Mobile: Contains Unsupported Plugins,Issue,High,"Pages with browser plugins such as Flash, Silverlight, or Java Applets that most mobile devices and browsers do not support and search engines cannot index.","Remove old plugin files from pages. For any pages that still rely on any of these plugins, migrate to more modern open web technologies, which are faster, more power-efficient and secure. Consider converting plugin-based content to HTML, such as Flash to HTML5 video.",default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Mobile: Target Size,Issue,Medium,"Pages with tap targets that are too small or there is not enough space around them, which means they are difficult to interact with on mobile devices.

Tap targets (also known as ‘touch targets’) are buttons, links or form elements that users on touch devices can use.

Insufficient size or spacing can also make it challenging for users with mobility impairments, or anyone experiencing difficulties controlling fine movement.

Tap targets must have sufficient size and spacing in order to “be easily activated without accidentally activating an adjacent target.”

Tap targets must be at least 24 by 24 CSS pixels in size.","Increase the size of tap targets that are too small, or increase the space between the tap targets so they are not so close together using properties like margin.",default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Mobile: Mobile Alternate Link,Warnings,High,"Pages that contain a rel=”alternate” link element to a mobile version.

While this is an acceptable set up, it means serving different HTML to each device on separate URLs. This can often be less efficient than a responsive design approach.","Consider moving to a responsive web design approach in the future, which is recommended by Google as typically it’s the easiest to implement and maintain.

Ensure the mobile versions of URLs are correctly canonicalised to the desktop equivalents.",default_config.seospiderconfig,Internal:All
Viewport width not set,Error,Mobile SEO,"This issue is triggered if the viewport meta tag used on your page is missing the width or initial-scale value.
The viewport meta tag is an HTML tag that allows you to control a page’s viewport size and scale on mobile devices. This tag is indispensable if you want to make your website accessible and optimized for mobile devices.","Specify the width and initial-scale values. We recommend you contact your developers for assistance. Once this is done, check your page for mobile-friendliness or re-audit your site.",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Invalid robots.txt format,Error,Crawlability,"If your robots.txt file is poorly configured, it can cause you a lot of problems.
Webpages that you want to be promoted in search results may not be indexed by search engines, while some of your private content may be exposed to users.
So, one configuration mistake can damage your search rankings, ruining all your search engine optimization efforts.","Review your robots.txt file and fix all errors, if there are any.
You can check your file using Google's robots.txt Tester",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Sitemap file too large,Error,Crawlability,"This issue is triggered if the size of your sitemap.xml file (uncompressed) exceeds 50 MB or it contains more than 50,000 URLs. Sitemap files that are too large will put your site at risk of being ineffectively crawled or even ignored by search engines.","Break up your sitemap into smaller files. You will also need to create a sitemap index file to list all your sitemaps and submit it to Google.
Don't forget to specify the location of your new sitemap.xml files in your robots.txt.",Sitemaps: XML Sitemap With Over 50k URLs,Issue,High,"XML Sitemaps that has more than the permitted 50k URLs.

All sitemap formats limit a single sitemap to 50,000 URLs and 50MB (uncompressed) in size.",Break XML Sitemaps into multiple smaller sitemaps within the 50k URL limit. Consider creating a sitemap index file (a file that points to a list of sitemaps) and submit that single index file to Google.,default_config.seospiderconfig,Internal:All
Sitemap file too large,Error,Crawlability,"This issue is triggered if the size of your sitemap.xml file (uncompressed) exceeds 50 MB or it contains more than 50,000 URLs. Sitemap files that are too large will put your site at risk of being ineffectively crawled or even ignored by search engines.","Break up your sitemap into smaller files. You will also need to create a sitemap index file to list all your sitemaps and submit it to Google.
Don't forget to specify the location of your new sitemap.xml files in your robots.txt.",Sitemaps: XML Sitemap Over 50mb,Issue,High,"XML Sitemaps that is larger than the permitted 50mb file size.

All sitemap formats limit a single sitemap to 50MB (uncompressed) and 50,000 URLs.","URLs that are not in an XML Sitemap, but were discovered in the crawl.

This might be on purpose (as they are not important), or they might be missing, and the XML Sitemap needs to be updated to include them.

This filter does not consider non-indexable URLs, it assumes they are correctly non-indexable, and therefore shouldn’t be flagged to be included.",default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Sitemaps: URLs Not In Sitemap,Issue,Medium,"Break XML Sitemaps into multiple smaller sitemaps within the 50mb size limit.

Consider creating a sitemap index file (a file that points to a list of sitemaps) and submit that single index file to Google.","Consider including important canonical URLs within the XML Sitemap.

This does not make up for good site architecture and internal linking, but it can aid discovery for large websites, inform Google when the page was last updated, and aid with monitoring indexing of pages.",default_config.seospiderconfig,Internal:All
Orphaned sitemap pages,Notices,Crawlability,"An orphaned page is a webpage that is not linked to internally. Including orphaned pages in your sitemap.xml files is considered to be a bad practice, as these pages will be crawled by search engines. Crawling outdated orphaned pages will waste your crawl budget. If an orphaned page in your sitemap.xml file has valuable content, we recommend that you link to it internally.","Review all orphaned pages in your sitemap.xml files and do either of the following:
 - If a page is no longer needed, remove it
 - If a page has valuable content and brings traffic to your website, link to it from another page on your website
 - If a page serves a specific need and requires no internal linking, leave it as is",Sitemaps: Orphan URLs,Issue,Medium,"URLs that are only in an XML Sitemap, but were not discovered during the crawl.

Or, URLs that are only discovered from URLs in the XML Sitemap, but were not found in the crawl.

These might be accidentally included in the XML Sitemap, or they might be pages that you wish to be indexed, and should really be linked to internally.","Review orphan URLs and link to them internally from the website if they should rank in the search results.

Remove any pages from the XML Sitemap that should not be indexed and use appropriate directives such as ‘noindex’.",default_config.seospiderconfig,Internal:All
Incorrect pages found in sitemap.xml,Error,Crawlability,"A sitemap.xml file makes it easier for crawlers to discover the pages on your website. Only good pages intended for your visitors should be included in your sitemap.xml file.
This error is triggered if your sitemap.xml contains URLs that:
- lead to webpages with the same content
- redirect to a different webpage
- return non-200 status code
Populating your file with such URLs will confuse search engines, cause unnecessary crawling or may even result in your sitemap being rejected..","Review your sitemap.xml for any redirected, non-canonical or non-200 URLs. Provide the final destination URLs that are canonical and return a 200 status code.",Sitemaps: Non-Indexable URLs In Sitemap,Issue,Medium,"URLs that are in an XML Sitemap, but are non-indexable, and hence should be removed, or their indexability needs to be fixed.",XML Sitemaps should only include indexable pages. Remove non-indexable URLs from the XML Sitemap or update to the correct canonical versions.,default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Sitemaps: URLs In Multiple Sitemaps,Warnings,Low,"URLs that are in more than one XML Sitemap.

This isn’t necessarily a problem, but generally a URL only needs to be in a single XML Sitemap.",Review URLs that are in multiple XML Sitemaps and remove where appropriate so they are referenced in a single XML Sitemap.,default_config.seospiderconfig,Internal:All
Invalid sitemap.xml format,Error,Crawlability,"If your sitemap.xml file has any errors, search engines will not be able to process the data it contains, and they will ignore it.","Review your sitemap.xml file and fix all errors.
You can check your file using the Sitemaps report in Google Search Console",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Sitemap.xml not specified in robots.txt,Warnings,Crawlability,"If you have both a sitemap.xml and a robots.txt file on your website, it is a good practice to place a link to your sitemap.xml in your robots.txt, which will allow search engines to better understand what content they should crawl.","Specify the location of your sitemap.xml in your robots.txt. To check if Googlebot can index your sitemap.xml file, use the Sitemaps report in Google Search Console",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Sitemap.xml not found,Warnings,Crawlability,"A sitemap.xml file is used to list all URLs available for crawling. It can also include additional data about each URL.
Using a sitemap.xml file is quite beneficial. Not only does it provide easier navigation and better visibility to search engines, it also quickly informs search engines about any new or updated content on your website. Therefore, your website will be crawled faster and more intelligently.","Consider generating a sitemap.xml file if you don't already have one.
Then you should specify the location of your sitemap.xml files in your robots.txt, and check if Googlebot can index your sitemap.xml file with the Sitemaps report in Google Search Console",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
HTTP URLs in sitemap.xml for HTTPS site,Warnings,Security and HTTPS,Your sitemap.xml should include the links that you want search engines to find and index. Using different URL versions in your sitemap could be misleading to search engines and may result in an incomplete crawling of your website.,Replace all HTTP URLs in your sitemap.xml with HTTPS URLs.,NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Structured data that contains markup errors,Error,Crawlability,"This issue is triggered if structured data items contain fields that do not meet Google's guidelines.
Implementing and maintaining your structured data correctly is important if you want to get an edge over your competitors in search results.
If your website markup has errors, crawlers will not be able to properly understand it, and you may run the risk of losing the chance of gaining rich snippets and getting more favorable rankings.","Check structured data on your webpages with a validation tool. Please note that different markup testing tools may show different results.
We recommend that you use the Rich Results Test tool to review and validate your pages’ structured data against their rich snippet requirements.",Structured Data: Validation Errors,Issue,High,"URLs that contain structured data validation errors related to Schema.org.

Schema.org validation includes checks against whether the types and properties exist against main and pending Schema vocabulary and will show ‘errors’ for any issues encountered.","Resolve validation errors to ensure pages have valid structured data and are eligible for special search result features in Google.

Review the ‘Structured Data Details’ tab for more information on specific errors and refer to Schema.org specifications where necessary.

Export unique validation errors using ‘Reports > Structured Data > Validation Errors & Warnings Summary’ and test in the Schema Markup Validator.",default_config.seospiderconfig,Internal:All
Structured data that contains markup errors,Error,Crawlability,"This issue is triggered if structured data items contain fields that do not meet Google's guidelines.
Implementing and maintaining your structured data correctly is important if you want to get an edge over your competitors in search results.
If your website markup has errors, crawlers will not be able to properly understand it, and you may run the risk of losing the chance of gaining rich snippets and getting more favorable rankings.","Check structured data on your webpages with a validation tool. Please note that different markup testing tools may show different results.
We recommend that you use the Rich Results Test tool to review and validate your pages’ structured data against their rich snippet requirements.",Structured Data: Rich Result Validation Errors,Issue,High,URLs that contain Google rich result feature validation errors. Google rich result feature validation will show errors for missing required properties or problems with the implementation of required properties. Google's 'required properties' must be included and be valid for content to be eligible for display as a rich result.,Resolve validation errors to ensure pages are eligible for special search result features in Google. Review the 'Structured Data Details' tab for more information on specific errors and refer to Google rich result feature docs where necessary. Export unique validation errors using 'Reports > Structured Data > Validation Errors & Warnings Summary' and test in Google's Rich Results tool.,default_config.seospiderconfig,Internal:All
Structured data that contains markup errors,Error,Crawlability,"This issue is triggered if structured data items contain fields that do not meet Google's guidelines.
Implementing and maintaining your structured data correctly is important if you want to get an edge over your competitors in search results.
If your website markup has errors, crawlers will not be able to properly understand it, and you may run the risk of losing the chance of gaining rich snippets and getting more favorable rankings.","Check structured data on your webpages with a validation tool. Please note that different markup testing tools may show different results.
We recommend that you use the Rich Results Test tool to review and validate your pages’ structured data against their rich snippet requirements.",Structured Data: Parse Errors,Issue,High,"URLs which have structured data that failed to parse correctly.

This is often due to incorrect mark-up in the structured data, which might impact search engines’ ability to interpret it reliably.","Review and resolve any issues in the structured data markup, so that they can be parsed reliably.

Debug parsing errors using the JSON-LD Playground tool or Schema Markup Validator.",default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Structured Data: Missing,Opportunity,Low,"URLs that do not contain any structured data. This is a potential opportunity to provide explicit clues about the meaning of pages and enable special search result features and enhancements in Google. Structured data will only be discovered if JSON-LD, microdata and RDFa formats are selected for extraction via 'Config > Spider > Extraction'.",Review pages and consider appropriate types of structured data that provide the search engines with a better understanding of the page and Google's search feature gallery (https://developers.google.com/search/docs/guides/search-gallery) for opportunities to enable special search result features and enhancements.,default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Structured Data: Validation Warnings,Opportunity,Low,"URLs that contain structured data validation Warnings, such as for using older data-vocabulary.org schema rather than the recommended Schema.org.

Data-vocabulary.org markup is no longer eligible for Google rich result features.","Remove older data-vocabulary.org markup and replace with schema.org structured data to be eligible for special rich result search features in Google.

Refer to schema.org and Google rich result documentation where necessary.",default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Structured Data: Rich Result Validation Warnings,Opportunity,Low,"URLs that contain Google rich result feature validation Warnings. These will always be for 'recommended properties', rather than required properties. Recommended properties can be included to add more information about content which could provide a better user experience, but they do not disqualify you from being eligible for rich snippets.",Consider Warnings as 'opportunities' to improve the data provided to search engines and users to potentially enhance special search result features in Google. Review the 'Structured Data Details' tab for more information on specific Warnings and refer to Google rich result feature docs where necessary. Export unique validation errors using 'Reports > Structured Data > Validation Errors & Warnings Summary'.,default_config.seospiderconfig,Internal:All
Slow page load speed,Error,Site Performance,"Page (HTML) load speed is one of the most important ranking factors. The quicker your page loads, the higher the rankings it can receive. Moreover, fast-loading pages positively affect user experience and may increase your conversion rates.
Please note that ""page load speed"" usually refers to the amount of time it takes for a webpage to be fully rendered by a browser. However, crawler only measures the time it takes to load a webpage’s HTML code - load times for images, JavaScript and CSS are not factored in.","The main factors that negatively affect your HTML page generation time are your server’s performance and the density of your webpage’s HTML code.
So, try to clean up your webpage’s HTML code. If the problem is with your web server, you should think about moving to a better hosting service with more resources.",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Issues with incorrect hreflang links,Error,Indexability,"A hreflang (rel=""alternate"" hreflang=""x"") attribute helps search engines understand which page should be shown to visitors based on their location. Utilizing this attribute is necessary if you're running a multilingual website and would like to help users from other countries find your content in the language that is most appropriate for them.
It is very important to make sure your hreflang links always refer to absolute URLs with HTTP 200 status codes, otherwise search engines will not be able to interpret them correctly and, as a result, will not show the correct language version of your pages to the relevant audience.","To avoid any problems with hreflang links, we recommend that you review your hreflang attributes and do the following:
- Fix broken hreflang URLs
- Fix hreflang redirects
- Replace relative URLs with absolute ones",Hreflang: Non-200 Hreflang URLs,Issue,High,"URLs contained within rel=”alternate” hreflang annotations that do not have a 200 response code, such as URLs blocked by robots.txt, no responses, 3XX (redirects), 4XX (client errors) or 5XX (server errors).

Hreflang URLs must be crawlable and indexable and therefore non-200 URLs are treated as errors, and ignored by the search engines.","Ensure URLs within hreflang annotations are to the correct canonical and indexable pages.

If Google can’t see pages pointing to each other due to a non-200 response, the tags will be ignored.",default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Hreflang: Missing Return Links,Issue,High,"URLs with missing return links (or ‘return tags’ in Google Search Console) to them, from their alternate pages.

Hreflang is reciprocal, so all alternate versions must confirm the relationship. When page X links to page Y using hreflang to specify it as its alternate page, page Y must have a return link.

No return links means the hreflang annotations may be ignored or not interpreted correctly.",Ensure alternate pages include hreflang annotations to URLs which are missing return links. This will confirm they are a ‘set’ of alternate pages.,default_config.seospiderconfig,Internal:All
Hreflang language mismatch issues,Notices,Indexability,"This issue is triggered if a language value specified in a hreflang attribute doesn't match your page's language, which is determined based on semantic analysis.
Any mistakes in hreflang attributes may confuse search engines, and your hreflang attributes will most likely be interpreted incorrectly. So it's worth taking the time to make sure you don't have any issues with hreflang attributes.","Review all pages reported to have this issue and fix all hreflang attributes.
Please note that our crawler may report your webpage to have a ""hreflang language mismatch"" issue even if the hreflang value shows the correct language. This usually happens if your webpage is multilingual or has too little content.",Hreflang: Inconsistent Language & Region Confirmation Links,Issue,High,URLs with inconsistent language and regional return links to them. This is where a return link has a different language or regional value than the URL is referencing itself.,Ensure alternate pages include the same language and regional values in its hreflang annotation return links as the page declares within its own.,default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Hreflang: Non-Canonical Return Links,Issue,High,"URLs with non-canonical hreflang return links.

Hreflang should only include canonical versions of URLs and this filter picks up return links that go to URLs that are not the canonical version set by the page.",Update hreflang annotations to include canonical versions of URLs only. They should not include links which are canonicalised to other URLs.,default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Hreflang: Noindex Returns Links,Issue,High,"URLs with return links which have a ‘noindex’ meta tag.

All pages within a set should be indexable, and hence any return URLs with ‘noindex’ may result in the hreflang relationship being ignored.",Update hreflang annotations to include indexable URLs only. They should not include links which are ‘noindex’.,default_config.seospiderconfig,Internal:All
Issues with hreflang values,Error,Indexability,"This issue is triggered if:
- Your country code is not in the ISO_3166-1_alpha-2 format
- Your language code is not in the ISO 639-1 format

A hreflang (rel=""alternate"" hreflang=""x"") attribute helps search engines understand which page should be shown to visitors based on their location. Utilizing this attribute is necessary if you're running a multilingual website and would like to help users from other countries find your content in the language that is most appropriate to them.
It is very important to properly implement hreflang attributes, otherwise search engines will not be able to show the correct language version of your page to the relevant audience.","Make sure that your hreflang attributes are used correctly. Here are a few ways to avoid hreflang implementation issues:
- Specify the correct ISO 639-1 language code. For language script variations, use the ISO 15924 standard format
- Specify the correct ISO_3166-1_alpha-2 country code",Hreflang: Incorrect Language & Region Codes,Issue,High,URLs with hreflang annotations that contain invalid language (in ISO 639-1 format) and or optional regional (in ISO 3166-1 Alpha 2 format) values.,"Update hreflang annotations to include valid language and regional values, so they can be used for geotargeting the right audiences appropriately.",default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Hreflang: Multiple Entries,Issue,High,"URLs with multiple entries to a language or regional code.

For example, if page X links to page Y and Z using the same ‘en’ hreflang value annotation.

This filter will also pick up multiple implementations, for example, if hreflang annotations were discovered as link elements and via HTTP header.

While multiple implementations are permitted by Google, there’s no benefit and it can increase the likelihood of implementation error.","Update hreflang annotations to only use a language and region pair once, so they can be used for geotargeting the right audiences appropriately. If you have multiple implementations, consider using one preferred implementation.",default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Hreflang: Not Using Canonical,Issue,High,URLs not using the canonical URL on the page in its own hreflang annotation. Hreflang should only include canonical versions of URLs.,Update hreflang annotations to include canonical versions of URLs only. They should not include links which are canonicalised to other URLs.,default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Hreflang: Outside <head>,Issue,High,"Pages with an hreflang link element that is outside of the <head> element in the HTML.

The hreflang link element should be within the <head> element, or search engines will ignore it.",Ensure hreflang link elements are in the <head> element of a page’s HTML to be used by search engines.,default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Hreflang: Unlinked Hreflang URLs,Issue,Medium,"URLs that are only discoverable via rel=”alternate” hreflang link annotations.

Hreflang annotations do not pass PageRank like a traditional anchor tag, so this might be a sign of a problem with internal linking, or the URLs contained in the hreflang annotation.

It can also mean the crawl hasn’t been set up to crawl all pages.","Ensure URLs within hreflang annotations are linked to using <a> tags, so they can be crawled, indexed and ranking by search engines.",default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Hreflang: Missing Self Reference,Warnings,Low,"URLs missing their own self referencing rel=”alternate” hreflang annotation.

It was previously a requirement to have a self-referencing hreflang, but Google has updated their guidelines to say this is optional.

It is however good practice and often easier to include a self referencing attribute.",Consider adding a self referencing rel=”alternate” hreflang annotation as Google still describe this as best practice in their documentation.,default_config.seospiderconfig,Internal:All
NA,NA,NA,NA,NA,Hreflang: Missing X-Default,Warnings,Low,"URLs missing an x-default hreflang attribute. This is optional, and not necessarily an issue.","Consider adding a fallback page for unmatched languages, especially on language/country selectors or auto-redirecting homepages.",default_config.seospiderconfig,Internal:All
Hreflang conflicts within page source code,Error,Indexability,"If you're running a multilingual website, it is necessary to help users from other countries find your content in the language that is most appropriate for them. This is where the hreflang (rel=""alternate"" hreflang=""x"") attribute comes in handy. This attribute helps search engines understand which page should be shown to visitors based on their location. It is very important to properly synchronize your hreflang attributes within your page's source code, otherwise you may experience unexpected search engine behavior. ","To avoid any conflicts, we recommend that you review your hreflang attributes within your page's source code and fix any of the following issues:
- Conflicting hreflang and rel=canonical URLs
- Conflicting hreflang URLs
- No self-referencing hreflang URLs",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Missing hreflang and lang attributes,Warnings,Indexability,"This issue is reported if your page has neither lang nor hreflang attribute.
When running a multilingual website, you should make sure that you’re doing it correctly.
First, you should use a hreflang attribute to indicate to Google which pages should be shown to visitors based on their location. That way, you can rest assured that your users will always land on the correct language version of your website.
You should also declare a language for your webpage’s content (i.e., lang attribute). Otherwise, your web text might not be recognized by search engines. It also may not appear in search results, or may be displayed incorrectly.","Perform the following:
- Add a lang attribute to the <html> tag, e.g., ""<html lang=""en"">""
- Add a hreflang attribute to your page's <head> tag, e.g., <link rel=""alternate"" href=""http://example.com/"" hreflang=""en""/>",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Pages not crawled,Error,"HTTP Status, Crawlability","This issue indicates that our crawler couldn't access the webpage. There are two possible reasons:
- Your site's server response time is more than 5 seconds
- Your server refused access to your webpages",Please contact your web hosting technical support team and ask them to fix the issue.,NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
DNS resolution issue,Error,Crawlability,A DNS resolution error is reported when our crawler can't resolve the hostname when trying to access your webpage.,Please contact your web hosting technical support and ask them to investigate and fix the issue.,NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
We couldn't open the page?s URL,Error,Crawlability,"This issue is reported when crawler fails to access a page because of an invalid page URL. Common mistakes include the following:
- Invalid URL syntax (e.g., no or an invalid protocol is specified, backslashes () are used).
- Spelling mistakes.
- Unnecessary additional characters.",Make sure your page's URL conforms to a standard scheme and doesn't have any unnecessary characters or typos.,NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Blocked from crawling,Notices,Crawlability,"If a page cannot be accessed by search engines, it will never appear in search results. A page can be blocked from crawling either by a robots.txt file or a noindex meta tag.",Make sure that pages with valuable content are not blocked from crawling by mistake.,NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Robots.txt not found,Notices,Crawlability,"A robots.txt file has an important impact on your overall SEO website's performance. This file helps search engines determine what content on your website they should crawl.
Utilizing a robots.txt file can cut the time search engine robots spend crawling and indexing your website.","If you don't want specific content on your website to be crawled, creating a robots.txt file is recommended. To check your robots.txt file, use Google's robots.txt Tester in Google Search Console",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Blocked by X-Robots-Tag: noindex HTTP header,Notices,Crawlability,"The x-robots-tag is an HTTP header that can be used to instruct search engines whether or not they can index or crawl a webpage. This tag supports the same directives as a regular meta robots tag and is typically used to control the crawling of non-HTML files. If a page is blocked from crawling with x-robots-tag, it will never appear in search results.",Make sure that pages with valuable content are not blocked from crawling by mistake.,NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Encoding not declared,Warnings,Crawlability,"Providing a character encoding tells web browsers which set of characters must be used to display a webpage’s content. If a character encoding is not specified, browsers may not render the page content properly, which may result in a negative user experience. Moreover, search engines may consider pages without a character encoding to be of little help to users and, therefore, place them lower in search results than those with a specified encoding.","Declare a character encoding either by specifying one in the charset parameter of the HTTP Content-Type header (Content-Type: text/html; charset=utf-8) or by using a meta charset attribute in your webpage HTML (<meta charset=""utf-8""/>).",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Doctype not declared,Warnings,Crawlability,"A webpage’s doctype instructs web browsers which version of HTML or XHTML is being used. Declaring a doctype is extremely important in order for a page’s content to load properly. If no doctype is specified, this may lead to various problems, such as messed up page content or slow page load speed, and, as a result, negatively affect user experience.","Specify a doctype for each of your pages by adding a <!Doctype> element (e.g., ""<!Doctype html>"") to the very top of every webpage source, right before the <html> tag.",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Incompatible plugins used,Warnings,"Indexability, Mobile SEO","This issue is triggered if your page has content based on Flash, JavaApplet, or Silverlight plugins.
These types of plugins do not work properly on mobile devices, which frustrates users.
Moreover, they cannot be crawled and indexed properly, negatively impacting your website’s mobile rankings.",Convert unsupported plugin content into HTML5. ,NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Frames used,Warnings,Indexability,"<frame> tags are considered to be one of the most significant search engine optimization issues. Not only is it difficult for search engines to index and crawl content within <frame> tags, which may in turn lead to your page being excluded from search results, using these tags also negatively affects user experience.",Try to avoid using <frame> tags whenever possible.,NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Orphaned pages (Google Analytics),Notices,Crawlability,"A webpage that is not linked to internally is called an orphaned page. It is very important to check your website for such pages. If a page has valuable content but is not linked to by another page on your website, it can miss out on the opportunity to receive enough link juice. Orphaned pages that no longer serve their purpose confuse your users and, as a result, negatively affect their experience. We identify orphaned pages on your website by comparing the number of pages we crawled to the number of pages in your Google Analytics account. That's why to check your website for any orphaned pages, you need to connect your Google Analytics account.","Review all orphaned pages on your website and do either of the following:
- If a page is no longer needed, remove it
- If a page has valuable content and brings traffic to your website, link to it from another page on your website
- If a page serves a specific need and requires no internal linking, leave it as is",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
External pages or resources with 403 HTTP status code,Notices,"HTTP Status, Links, Crawlability","This issue is triggered if a crawler gets a 403 code when trying to access an external webpage or resource via a link on your site. A 403 HTTP status code is returned if a user is not allowed to access the resource for some reason. In the case of crawlers, this usually means that a crawler is being blocked from accessing content at the server level.","Check that the page is available to browsers and search engines. To do this, follow a link in your browser and check the Google Search Console data.
- If a page or resource is not available, contact the owner of the external website to restore deleted content or change the link on your page
- If a page is available but our bot is blocked from accessing it, you can ask the external website owner to unblock the page, so we can check all resources correctly. You can also hide this issue from your list.",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Resources formatted as page links,Notices,Crawlability,"We detected that some links to resources are formatted with <a href> HTML element. An <a> tag with a href attribute is used to link to other webpages and must only contain a page URL. Search engines will crawl your site from page to page by following these HTML page links. When following a page link that contains a resource, for example, an image, the returned page will not contain anything except an image. This may confuse search engines and will indicate that your site has poor architecture.","Review your links. Replace <a href> links with tags necessary for specific resources. For example, if you’d like to add an image, use an <img> tag with an alt attribute describing the contents of your image.",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Broken external JavaScript and CSS files,Notices,"HTTP Status, Crawlability","If your website uses JavaScript or CSS files that are hosted on an external site, you should be sure that they work properly. Any script that has stopped running on your website may jeopardize your rankings, since search engines will not be able to properly render and index your webpages. Moreover, broken JavaScript and CSS files may cause website errors, and this will certainly spoil your user experience.",Contact the website owner and ask them to fix a broken file.,NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Broken internal JavaScript and CSS files,Error,"HTTP Status, Crawlability","A broken JavaScript or CSS file is an issue that should be watched out for on your website. Any script that has stopped running on your website may jeopardize your rankings, since search engines will not be able to properly render and index your webpages. Moreover, broken JS and CSS files may cause website errors, and this will certainly spoil your user experience.",Review all broken JavaScript and CSS files hosted on your website and fix any issues.,NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Too many JavaScript and CSS files,Warnings,Site Performance,"This issue is triggered if a webpage uses more than a hundred JavaScript and CSS files.
Each time a visitor navigates to a webpage, their browser first starts loading supportive files, such as JavaScript and CSS. For each file used by your webpage, a browser will send a separate HTTP request. Each request increases your page load time and affects its rendering, which has a direct impact on user experience, bounce rate and, ultimately, search engine rankings.","Review your pages to make sure that they only contain necessary JavaScript and CSS files.
If all resources are important for your page, we recommend that you combine them.",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Uncompressed JavaScript and CSS files,Warnings,Site Performance,"This issue is triggered if compression is not enabled in the HTTP response.
Compressing JavaScript and CSS files significantly reduces their size as well as the overall size of your webpage, thus improving your page load time.
Uncompressed JavaScript and CSS files make your page load slower, which negatively affects user experience and may worsen your search engine rankings.
If your webpage uses uncompressed CSS and JS files that are hosted on an external site, you should make sure they do not affect your page's load time.","Enable compression for your JavaScript and CSS files on your server.
If your webpage uses uncompressed CSS and JS files that are hosted on an external site, contact the website owner and ask them to enable compression on their server.
If this issue doesn't affect your page load time, simply ignore it.",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
Uncached JavaScript and CSS files,Warnings,Site Performance,"This issue is triggered if browser caching is not specified in the response header.
Enabling browser caching for JavaScript and CSS files allows browsers to store and reuse these resources without having to download them again when requesting your page. That way the browser will download less data, which will decrease your page load time. And the less time it takes to load your page, the happier your visitors are.","If JavaScript and CSS files are hosted on your website, enable browser caching for them.
If JavaScript and CSS files are hosted on a website that you don't own, contact the website owner and ask them to enable browser caching for them.
If this issue doesn't affect your page load time, simply ignore it.",NA,NA,NA,NA,NA,default_config.seospiderconfig,Internal:All
